0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,,,,,,,,,,,,MANUFACTURING,,,,,,,,,,,,,,SIC 371
,Annual,,,,,,,,,,,,,,Annual,,,,,,,,,,,,
Tear,,January,February,March,April,May,June,July,August,Septembei,October,November,December,,,January,February,,,,,,August,September,October,November,December
,Average,,,,,,,,,,,,,,Average,,,,,,,,,,,,
1970,604 2,693 6,607.4,680.5,666.9,667.7,670.3,596.3,567.2,675.4,392.4,380.2,652.4,1947,1.473,1.395,1.404,1.396,1.407,1.461,1.479,1.493,1.495,1.510,1.523,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.539,1.560
,,,,,,,,,,,,,,1948,1.611,1.531,1.538,1.536,1.529,1.545,1.617,1.642,1.660,1.678,1.686,1.681,1.683
1971,651.3,657.9,648.2,647.4,644.8,665.8,670.0,599.9,609.0,672.2,664.1,668.2,668.4,1949,1.696,1.702,1.694,1.670,1.678,1.695,1.699,1.704,1.703,1.716,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.689,1.686,1.713
1972,668.6,659.7,659.8,663.8,6699,673.2,672.5,530.8,643.0,699.2,706.5,717.2,728.1,1950,1.778,1.715,1.708,1.710,1.748,1.731,1.770,1.766,1.778,1.818,,1.842,
,,,,,,,,,,,,,,,,,,,,,,,,,1.830,,1.865
1973,743.4,725.3,730.4,734.9,742.4,749.8,757.2,722.3,697.4,767.6,768.7,766.5,758.0,,,,,,,,,,,,,,
1974,682.3,702.4,644.2,624.6,685.4,685.7,701.3,659.7,660.8,733.1,728.0,708.8,653.6,1951,1.91,1.84,1.85,1.88,1.87,1.87,1.92,1.93,1.93,1.94,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.94,1.95,1.98
1975,,586.9,527.3,559.6,572.8,585.8,593.9,,,,,,,1952,2.05,1.98,1.97,2.00,1.99,2.00,2.01,1.99,2.02,2.11,2.13,2.13,2.14
,,,,,,,,,,,,,,1953,2.14,2.10,2.12,2.11,2.12,2.10,2.15,2.16,2.15,2.17,2.16,2.17,2.18
,,,,PRODUCTION-WORKER AVERAGE  WEEKLY  EARNINGS  -   IN  DOLLARS,,,,,,,,,,1954,2.20,2.19,2.17,2.15,2.16,2.16,2.17,2.17,2.20,2.24,2.23,2.25,2.26
1934,23.80,21.51,2492,26.78,27.57,25.78,23.55,20.83,24.20,19.54,22.39,22.53,25.20,1955,2.29,2.25,2.26,2.27,2.25,2.27,2.22,2.29,2.29,2.33,2.34,2.37,2.33
1935,27.29,25.22,28.11,28.25,29.13,27.00,25.87,25.31,25.29,25.69,27.60,30.16,28.95,1956,2.35,2.28,2.27,2.27,2.27,2.27,2.30,2.32,2.33,2.44,2.44,2.46,2.50
1936,30.13,27.34,24.78,28.39,31.99,32.15,31.42,30.33,28.73,28.95,31.17,33.22,33.06,1957,2.46,2.43,2.41,2.41,2.39,2.40,2.46,2.46,2.47,2.52,2.53,2.57,2.51
1937,3266,29.06,32.52,34.17,33.91,34.99,33.44,32.21,33.01,31.81,35.13,32.07,27.99,1958,2.55,2.48,2.47,2.50,2.50,2.51,2.51,2.51,2.55,2.55,2.53,2.71,2.74
1938,30.59,25.58,25.70,26.51,29.30,27.94,29.83,30.17,33.02,34.50,35.72,35.62,33.89,1959,2.71,2.66,2.66,2.68,2.68,2.68,2.68,2.69,2.75,2.79,2.76,2.69,2.77
1939,33.58,32.23,31.43,31.50,33.03,31.73,32.62,32.17,35.92,35.14,35.41,34.87,36.45,1960,2.81,2.83,2.81,2.78,2.74,2.77,2.78,2.78,2.80,2.87,2.87,2.83,2.83
,See footnotes at end of tables.,,,,,,,,,,,,3 0 3,,,,,,,,,,,,,,
